family	label	build_sec	index_bytes	search_sec	recall
IVF_PQ	L2048_m16_np4	51.13386711599742	25196212	0.1882895229937276	0.475861
IVF_PQ	L2048_m16_np8	51.13386711599742	25196212	0.2804249000037089	0.563114
IVF_PQ	L2048_m16_np16	51.13386711599742	25196212	0.4630313040033798	0.618351
IVF_PQ	L2048_m16_np32	51.13386711599742	25196212	0.8477050619985675	0.646445
IVF_PQ	L2048_m16_np64	51.13386711599742	25196212	1.6266181730024982	0.657352
IVF_PQ	L2048_m32_np1	52.28004371099814	41196212	0.11581554599979427	0.255213
IVF_PQ	L2048_m32_np2	52.28004371099814	41196212	0.1663136540009873	0.381047
IVF_PQ	L2048_m32_np4	52.28004371099814	41196212	0.26732804399944143	0.516722
IVF_PQ	L2048_m32_np8	52.28004371099814	41196212	0.4621582350009703	0.637137
IVF_PQ	L2048_m32_np16	52.28004371099814	41196212	0.8453699620004045	0.720496
IVF_PQ	L2048_m32_np32	52.28004371099814	41196212	1.561989342997549	0.766245
IVF_PQ	L2048_m32_np64	52.28004371099814	41196212	2.9945036310018622	0.786539
IVF_PQ	L2048_m64_np1	55.27283560799697	73196212	0.16245402699860279	0.25752
IVF_PQ	L2048_m64_np2	55.27283560799697	73196212	0.2860565820010379	0.388226
IVF_PQ	L2048_m64_np4	55.27283560799697	73196212	0.4937950289968285	0.537283
IVF_PQ	L2048_m64_np8	55.27283560799697	73196212	0.8862880059969029	0.680675
IVF_PQ	L2048_m64_np16	55.27283560799697	73196212	1.6617978859940195	0.797562
IVF_PQ	L2048_m64_np32	55.27283560799697	73196212	3.2095965960033936	0.868594
IVF_PQ	L2048_m64_np64	55.27283560799697	73196212	6.21000200000708	0.900615
IVF_PQ	L4096_m16_np1	169.14491240200005	26261172	0.11302354599320097	0.213078
IVF_PQ	L4096_m16_np2	169.14491240200005	26261172	0.13233867000235477	0.318201
IVF_PQ	L4096_m16_np4	169.14491240200005	26261172	0.17988834100106033	0.431103
IVF_PQ	L4096_m16_np8	169.14491240200005	26261172	0.256072520998714	0.528343
IVF_PQ	L4096_m16_np16	169.14491240200005	26261172	0.393764899999951	0.598171
IVF_PQ	L4096_m16_np32	169.14491240200005	26261172	0.651723970004241	0.639174
IVF_PQ	L4096_m16_np64	169.14491240200005	26261172	1.190634822996799	0.658862
IVF_PQ	L4096_m32_np1	173.1852752880004	42261172	0.1194544030004181	0.213293
IVF_PQ	L4096_m32_np2	173.1852752880004	42261172	0.17122222799662268	0.326338
IVF_PQ	L4096_m32_np4	173.1852752880004	42261172	0.24276249400281813	0.455652
IVF_PQ	L4096_m32_np8	173.1852752880004	42261172	0.3826548140059458	0.581921
IVF_PQ	L4096_m32_np16	173.1852752880004	42261172	0.6393096140018315	0.683618
IVF_PQ	L4096_m32_np32	173.1852752880004	42261172	1.1374696269995184	0.748853
IVF_PQ	L4096_m32_np64	173.1852752880004	42261172	2.126118394000514	0.781651
IVF_PQ	L4096_m64_np1	175.82964648000052	74261172	0.16192987300019013	0.215661
IVF_PQ	L4096_m64_np2	175.82964648000052	74261172	0.24951492800028063	0.329758
IVF_PQ	L4096_m64_np4	175.82964648000052	74261172	0.4125081329984823	0.465799
IVF_PQ	L4096_m64_np8	175.82964648000052	74261172	0.6567895440020948	0.608891
IVF_PQ	L4096_m64_np16	175.82964648000052	74261172	1.1729256370017538	0.738182
IVF_PQ	L4096_m64_np32	175.82964648000052	74261172	2.193794794002315	0.832578
IVF_PQ	L4096_m64_np64	175.82964648000052	74261172	4.196292407999863	0.88501
LSH	nbits64	0.33727698100119596	8032861	2.2042373420044896	0.101669
LSH	nbits128	0.8279652650016942	16065629	3.2274622789991554	0.201895
LSH	nbits192	1.2238997999957064	24098397	14.034550869997474	0.275801
LSH	nbits256	1.6124257030023728	32131165	5.983287686998665	0.322899
LSH	nbits384	2.4817710670031374	48196701	19.263572361000115	0.410571
LSH	nbits512	3.4171623869988252	64262237	10.947064756997861	0.470058
